trend_id,date,platform,keyword,post_text,hashtags
145,2025-09-23 3:00,googlenews,다이어트,"""지난달 필라테스·다이어트식품 상담 급증…휴가철 영향"" - 연합뉴스
https://news.google.com/rss/articles/CBMiW0FVX3lxTE1sUGV1ZFhGZHI2aEgtTDRyREVySF84R0dUOVNGb0ZTYlRhWVdVVFpFMURmd1hNUjlyV3h4UDZXaGU2LXo5MEt4QXVhcm5mRDhwMHFidThVdFpKN1nSAWBBVV95cUxNMHJ1SDhhNmFIRGFqSFY5Z2tfVTdhTWljV3R6OUY2MUxubmtUX3R6MkZqRkZLUHJnMWtQbEotLVBGU3NfZGZnVmo1VEE3YUlIWFJWQ01aZ0lZTEg1M1pxMGg?oc=5",
146,2025-09-21 14:01,googlenews,다이어트,"“요요 극복하고, 30kg 감량 성공”… 지금 가장 행복하다는 그, 비결 물었더니? - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE5tSUVobWdSNTM2cl9BeHlweTNpX004ZWY2ZHplLVpaYVgxTkdja2lnbVM1U09WaG9JcjBvR1lUMjVsQ3o1S3BYSm5LLTh2dkVpWm5Ea0h3VXdDSmlYTnJ1ZVYwWGo5dWFIdmsySC1hUHBHcVQ3OGc?oc=5",
147,2025-09-19 5:11,googlenews,다이어트,"“혈당 스파이크 막고, 다이어트 효과도”… 20kg 감량 정주리, 식사 전 ‘이 습관’ 지켜 - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTFBLdnB5N1VDNUhhODdURVBYaUp1emtzbm55bTFUNFQwbDB5U3JCcFlhVVg3MTd2QUtpVjUtN2o2ZkNWSkoyT0tmN0s4czBmLWdMbkJDV2M5X0Y0bnlxZFdBUHlGYU5jeXZCa2wwMF9INHU5U2N0V2c?oc=5",
148,2025-09-18 7:00,googlenews,다이어트,"오연수, 남편 손지창 '다이어트 내조'…부기 빼는 음식 뭐길래 [건강!톡] - 한국경제
https://news.google.com/rss/articles/CBMiWkFVX3lxTE5uWDl1QlpUMUNDNWQwaE5LUnRzYWZuV3hBS1BDeTNiWjI2X0xPMEtRNC1fYk5heTd5SEJoZ3BwMlV1TFI4X2trdjVzRG9uMVFXQ0xROXZfRmhuQdIBVEFVX3lxTFBtQVdjSHhKdFBRRy00N2hzZVdjZ2x2emQ3MXZpT09tZWRUY0tGcC1jd0hmMExWeVgxYXY4Si1IYWVmcHRkNU9seTlnRVdBVlhOVGc5SA?oc=5",
149,2025-09-15 7:00,googlenews,다이어트,"다이어트는 의지의 문제가 아니다…연구 - 디지털투데이
https://news.google.com/rss/articles/CBMic0FVX3lxTE5vb05MV0tJNlFKZWZzbXV6SU93Sl9WcnNDcHJMZ3RBZnRIaTlnajVVbFFIcy11WTBFeXhwMzlvU3RqbEg5TTY3TDE5V3ptaDZfXzdBSnhsWi1GdnhKQ3N0MnJYMzdqWF9JYnBvM1ZsQ1lTd0k?oc=5",
150,2025-09-14 7:00,googlenews,다이어트,"“맛있는데 살 안 쪄”…황신혜, 다이어트 빵 레시피 공개 - 코메디닷컴
https://news.google.com/rss/articles/CBMiQkFVX3lxTE56QWtOWGl6U21QdXBQci1IVDBMNFprRS1XejJzYlBrMVJoVl8wS01RRHZaeDFocmpMMkdtR2VMeGQ4dw?oc=5",
151,2025-09-13 7:00,googlenews,다이어트,"‘10kg 감량’ 소유, 파격 타투 공개…다이어트 후 깡마른 모습, 비결은? - 코메디닷컴
https://news.google.com/rss/articles/CBMiQkFVX3lxTFBhRE1xWHJkMko5WXg2dmVfWlRCRmhmV05JRFJfRTVrYnpDTkN2TjJXS3RJWnByU2VtaW01eDQ3QlQ2UQ?oc=5",
152,2025-09-18 23:26,googlenews,유산균,"메디오젠, GLP-1 분비 촉진 유산균 B. lactis MG741 특허 등록 - 약업신문
https://news.google.com/rss/articles/CBMib0FVX3lxTE1SZ1Q2b2JULXNkN2lPakExNE5YMWsycDVWTERMNGdraTZ3aVBKTE9fV1RSdWJNaTM4elpoY01KTW5MYUl6enlWdXZNMmtreml1RWRwQlR4bkYtZzlhNzJrcnp1MnZnbndTVENPaVBMNA?oc=5",
153,2025-09-17 7:00,googlenews,다이어트유산균,"인터넷방송 인벤 SOOP 게시판 - 인벤
https://news.google.com/rss/articles/CBMiVEFVX3lxTFBITVZQcXlXX2ppNy1BME1Zc21vay1obUlYOGx2a0JPWHVDTWcyOGRIRWRyMGl0c3h2VVpiSVItQ3haNlNYZDJNLXVJVVNBYVFIbml4Zg?oc=5",
154,2025-09-18 7:00,googlenews,다이어트,"스틱인베스트먼트, 쥬비스다이어트 인수금융 만기 연장 가닥 - 인베스트조선
https://news.google.com/rss/articles/CBMigwFBVV95cUxQVTlXQnk0ZEpESlhEQVhKYUp6WVFrNkZPRjZJUFA1VDZ1YjNhNVA2aXVITllyVkZWMzJySXY2dG1TY09LYWZLUnNpblZBQ1V1WTdVeU5oOXV0bkN0ckU1blBxdlRSbzBzRmx1Q09zSHRORThGUHpTdXpUeWthTjB2ZkM3bw?oc=5",
