순번,기록일시,날짜,검색키워드,출처포털,출처,제목,기사평가,기사평가근거요약,링크
91,2025-09-25 13:58:56,2025-09-20 22:00,유산균,구글뉴스,뉴시스,"동원 쿨피스, '국민 유산균음료' 등극…K매운맛 열풍에 동반 급성장 [장수브랜드 탄생비화] - 뉴시스",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBSYTBhZXoxNF9HVklGcHFVT005TUdCR25MX2gwLUdZV0N3dnhPbGpBNGVkdzVpUE1GQzR6MGhPbGNUcHdJaUtSVzVVc2pncktyMkN2OWoza3BnMTFSdFNMOdIBeEFVX3lxTFA3dW1NSGl5TlVVNU5PcTFTckdScGhOek5tWXJFY1VoaVVKVGI5c1RPZ0NBcG9xWXFSUUM1U29OeHNjUVVsdXFyWTRWUm95QlkyTzIxM3VWME9BODQ0MkdvWnh4RWhfa0lBc1VqV3FvVmFfNS1CV19ieQ?oc=5
92,2025-09-25 13:58:56,2025-09-19 09:12,유산균,구글뉴스,약업신문,"엔비피헬스케어 바이크롬, 치매 극복의 날 맞아 ‘바이크롬 뇌 유산균’ 출시 - 약업신문",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMie0FVX3lxTE0tWHdwRzlnTjYxQWpnN2hkRmItM29yRFZpcFBZZllDNDc5T181LUE0Z3N5dFBQdU1UcVEwMzhJRXRGZWZXZVVLa1ZQSWRQQ3NNWENTNENsSjZ1SHo0QnFlWXJyQjVkRUdGc0pVQjZZSlc1RGlpRHNqOTNpQQ?oc=5
93,2025-09-25 13:58:56,2025-09-19 04:21,유산균,구글뉴스,전자신문,"메디오젠, GLP-1 분비 촉진 유산균 특허 등록 - 전자신문",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9iSkIyb3FoMUl6VnA4T3ZralFjcTM5NWREbkNXQjZqSWFEU3BnQU1XMEQ4OEJ4V3VvNFpKYjh0eTE3VC1ZcE1Ecmx0Sm5mQQ?oc=5
94,2025-09-25 13:58:56,2025-09-19 01:48,유산균,구글뉴스,요양뉴스,"바이크롬, 치매 유산균 출시…'1+1' 예약 구매 이벤트 진행 - 요양뉴스",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMib0FVX3lxTE5QZFpJNEFuM0JDVjN5SEdLbW4xel92R1dLSHJDenVQVXZRV09FczFBbVNIbWMtNm56R19LNjN2VmdBMXRjdjY0LUVWZUZrc2xUZHJKNUZ3UEtTYURabzFFRDVnblBnV3UteDZISGVTdw?oc=5
95,2025-09-25 13:58:56,2025-09-19 01:07,유산균,구글뉴스,식품음료신문,"풀무원녹즙, ‘식물성유산균 혈당엔’ 누적 판매 100만 병 돌파 - 식품음료신문",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMib0FVX3lxTE9sNkNyT0F4YkpHNkF1bmRwM29OY2h5WDBVSm1vTzg2d3VQX0MwX1hJRUhPNEVNZ050aUVmQWZQbk1RMi0teDgtY1lWQlhjclhzZExzR2lIRHdrUHBnTUlQN2t2ZHliSEd5S2RBOUdIQQ?oc=5
96,2025-09-25 13:58:56,2025-09-19 00:30,유산균,구글뉴스,뉴스와이어,9월 21일 치매 극복의 날 맞이 식약처 인정 치매 유산균 ‘바이크롬 뇌 유산균’ 출시 - 뉴스와이어,분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBFQXp1TzlSNUNzcEZ0U1E2SzBPOFp1VzduMDJCTUlXR0drYVJYRkItXzdOb1ZFTzl3YV8teU9mMXdId29HWkxaM3NtS2ZHaW9oQXUtQ0xmQWY4bDNEUU1Z?oc=5
97,2025-09-25 13:58:56,2025-09-19 00:26,유산균,구글뉴스,식품저널 foodnews,"풀무원녹즙, ‘식물성유산균 혈당엔’ 출시 1년 100만 병 판매 돌파 - 식품저널 foodnews",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMibkFVX3lxTE9ObU1sNmtDLUhCcGdRa1lHX01fN1dsTFFLTU5qTF9xTjltZ3Z5WEZ2bHFMcjRCTEFnVHNLUVBQdXZtYWhDOHh5elFETHJvdDlPTVljdU1VRkhsWlJaWVBTeVo4c242eEhJeGw4WDJR?oc=5
98,2025-09-25 13:58:56,2025-09-19 00:15,유산균,구글뉴스,더바이오,"메디오젠, ‘GLP-1 분비 촉진’ 유산균 특허 등록…대사질환·근육 건강 동시 관리 - 더바이오",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMibEFVX3lxTE11YjBuVUNmX2dlTmhLcFpOTy1mcHEydmpfeXowSWZjMlNXOHBlQ19pYjIwT0JPUVVlamY0XzMzQnBZS18tMjBDQmc4b3p2Z1c3SFBxZWdWa3NNbS03NmxLbTdINmphSFZvc1FuONIBcEFVX3lxTE1Ea3JMdkw2MzhidVlod3RRbGswdlZzMnhEbVYxXzhOV0lZNHlwZHdBWFlxb3llbEtmVnJNWXl3WVdEUl9VdFNsLWhwS1RwUFpRVFVsa21YR1U1ZmZXX0xUWEFxWWlINnNRbHFyekR1YTU?oc=5
99,2025-09-25 13:58:56,2025-09-19 00:11,유산균,구글뉴스,뉴스1,"메디오젠, GLP-1 분비 촉진 유산균 특허 등록…""대사질환·근육 동시 관리"" - 뉴스1",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9Ubi1uVmw4RDdtMlV3cHJrbVhtakpKX0lhZnlNSnFqMnBKWFNaU2R3Y1ZxVzEtOUVuVENMLXlIaW1pNk0xMnFTRGhtZDNnSUkzeXJET3VORzIwT3ZXTG1qdg?oc=5
100,2025-09-25 13:58:56,2025-09-18 23:28,유산균,구글뉴스,글로벌이코노믹,혈당 관리 트렌드 타고…풀무원녹즙 ‘식물성유산균 혈당엔’ 100만 병 판매 - 글로벌이코노믹,분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNYUkwWGxWMW04Y2trdmw2X0F3aU9DTmNnRlRZemwxYkg4anBEZkJodVhsTEcwZjg0aTdmMFQ1SkZhUWhRMmlzaEFaZm9IRkJTSHREbGJCbEZFOXNHZzg3alc3VGstRHFfZkxqWW1qNTRNOUl1UktlQXVtNWxYS3pkdTc0N2V4QlhaWm1r?oc=5
101,2025-09-25 13:58:56,2025-09-18 23:26,유산균,구글뉴스,약업신문,"메디오젠, GLP-1 분비 촉진 유산균 B. lactis MG741 특허 등록 - 약업신문",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMib0FVX3lxTE1SZ1Q2b2JULXNkN2lPakExNE5YMWsycDVWTERMNGdraTZ3aVBKTE9fV1RSdWJNaTM4elpoY01KTW5MYUl6enlWdXZNMmtreml1RWRwQlR4bkYtZzlhNzJrcnp1MnZnbndTVENPaVBMNA?oc=5
102,2025-09-25 13:58:56,2025-09-18 02:55,유산균,구글뉴스,팜뉴스,"쎌바이오텍, ‘비타푸드 아시아 2025’서 221배 강한 유산균 ‘듀오락’ 선보여 - 팜뉴스",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMibEFVX3lxTE9VdGpWT2RnemktX3ZaTTZ5cG1ETER2TTNXTENqN054MW1IaTRVZ1MwZWk3QjJWX241a1pwUGh3OGlLa3pRbnNBaEViZFMzZjE3aDNMSHNraTI0Vk01X3FRRE5sVzN3UUJwazBUONIBcEFVX3lxTE41cGJUUmh1VnhYb091R2x1aVU0dEZPSGV2aGJqLXE2Xy1HUmM5QVBzbjBoYktqdEZGMzlrMm1XdUhJR2R6cWprbl8zTmZna2hpMFlkWG1CNEZhQ0FUSVRlU054MFBFRTNKYV9JcjlUc0o?oc=5
103,2025-09-25 13:58:56,2025-09-15 07:00,유산균,구글뉴스,전자신문,“매일 유산균 먹었는데 '염증 몬스터'?”…직접 해본 충격의 장내 검사 - 전자신문,분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiTkFVX3lxTE83c1ZUWjRKR1RNX3pTNVRVb2ZVOExaR1pKdmRrLTJVeWdnejVLMFdiZS1jZ2FrdGJrT0tpZjJDajVmSS1xWjV3ODdrZHJVUQ?oc=5
104,2025-09-25 13:58:56,2025-09-12 07:00,유산균,구글뉴스,지디넷코리아,"대사 유산균 8515, 출시 6개월 만에 310만 포 판매 돌파 - 지디넷코리아",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBGcXNXNEVNNkxRcEhEb043SDQxYnF5dk9fcVZaczBUai1rallra0RWUkFfR3Rnb1kzSzhHbjYxTHh2WTF0VzJRb1pxYmc4RnJ5UG5zM3BB?oc=5
105,2025-09-25 13:58:56,2025-09-11 07:00,유산균,구글뉴스,헬스경향,"서울우유협동조합, 마시는 유산균 ‘서울우유 요거트 프로바이오틱스 플레인’ 출시 - 헬스경향",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiakFVX3lxTFAtMHBOV0k0Q3p3bXVDZGQ3UGpaRmszVkt4T1JMZVZ3d2RBeWk1SnFGV1k4Z1Z6Uk0xQ0tLc3pmOG93Z1FCaHJKQWs4Rm96ZlF6bDhQOW1DOGdMOHVrZzJIUUo0QkI5NFlJZmc?oc=5
106,2025-09-25 13:58:56,2025-09-11 07:00,유산균,구글뉴스,파이낸셜뉴스,"유산균 듀오락, 손석구와 함께하는 ‘221배 강력한 선물대전’ - 파이낸셜뉴스",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1NaWZuVlU5a1VwczZYQU9ETjU2dVRwMlpzbUJ2bFQ4TXlXdXpuWlRqZ1ZvNzVfSVY4Wll6b3J4VWFtR1ktdFJmeVJMVzJPcmlZQWtSVVZURmVUd9IBXkFVX3lxTE4waXZnOUhkYXNFS2tWY0JOMW5KWER2bHM5TWpSa3VjQV9NOTN2ZFhUY2lTTUY3d2NFT2ZqWVZmc052MG9paHhXd3pkY1kyUkNBeEV4RVpyaVUzWlY3ZUE?oc=5
107,2025-09-25 13:58:56,2025-09-11 07:00,유산균,구글뉴스,더바이오,"[이희태의 '반려미생물' 톡톡] 장 속 1% 유산균, 건강의 동반자 되다 - 더바이오",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMibEFVX3lxTFBwTVBXQ1kxUmQyLWs0NWtWN3ZMUkVkWkRTcmd5eGlfWnZsMFFUNGVLTzBlYXBnZTdpV3VYWC1panBiaE5oallwS2pLTDNyemxnOTV0VGZMbk1BMTcwMnB3T3BqajlnNkZISWEtddIBcEFVX3lxTE00MVZxS08zYTdoNGNsUDAxc1JLQnJYNFh5eTh3RWV5Q09JSUtDb2t6TDJxT2o3WGhyUktJVmlneGV4X2Q3R1lSSW1uOWEtWmhHenB4MnVoa3B3OTR1VF9OX1RwU3FPb09oYzhMTzVhOWs?oc=5
108,2025-09-25 13:58:56,2025-09-10 22:46,유산균,구글뉴스,한국경제,"강한 유산균 듀오락, 손석구와 함께하는 ‘221배 강력한 선물대전’ 프로모션 실시 - 한국경제",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiWkFVX3lxTE10ZTV3cURmbWdlOU52djhBSW5pRkdZVF9yVzNKRlRxUzVZaHVYV0dVMFBGeHFDVDhfWjlPMlF4UE9QenZiUzNYTnJIel9ranlzVTN0bjA1ei1qZ9IBVEFVX3lxTE1UbVQwNHdraGhYNmk0VjZBRTF0QkVJTWVuYXktRzhwY2IxYVc2WHZrRVBYQjNqcnpwMkh5WklCd3JOekdjenAyMkNvWGF4Z3JxRUNuYg?oc=5
109,2025-09-25 13:58:56,2025-09-10 07:00,유산균,구글뉴스,연합뉴스,"김치서 찾은 유산균, 궤양성 대장염 증상 잡는다 - 연합뉴스",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBfWG9sWkxOS3JVNXlKMTVOTU55c2RuNDZ0SXhuRWszWkNDc25TOGxEdDFHVmZsYnRNWHZjMFdxUkJBRXM5NmtFVnZ0OGVzRVRjV0RiVkcwb1NvR2_SAWBBVV95cUxQTTZxMGEwRDJ3eFVvTnRDQl9aZVREZk1JSFh4MUhrbzM5WC1ZSDdDZ29wT0p3ZnhjcUlDSDBTdHBfU0VHRDUwVGNBUWFQQ0pfVE5TZEdJWEpmVThYVm5zQk0?oc=5
110,2025-09-25 13:58:56,2025-09-10 07:00,유산균,구글뉴스,뉴스1,"서울우유, 마시는 유산균 '요거트 프로바이오틱스 플레인' 출시 - 뉴스1",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBPNzU3enZKZWtLZGE1eGZZSlJNa05UVG5JZlVRVFUwVDFZMmZYNUJjS3F2M0dFeUVLZlhndFBPQ1Nhb2I2ZHpXRE1HMS1wdjdnT1BBd28xYlg3cVI1aXUw?oc=5
111,2025-09-25 13:58:56,2025-09-10 07:00,유산균,구글뉴스,교수신문,"김치서 찾은 유산균, 대장염 증상 잡는다 - 교수신문",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5vVERGNExtMTE2UTNzNjBJSHpreF94bE1uS0ZDWGRQY0RqVU9qaUNrSHlGMnF5ZWJrRDBEVXlwY1RRUUY1YlRTNzk2NVBIT1A4RV9BcEVXQ2ZoN3pDVTd0UFdENnd4WjQ?oc=5
112,2025-09-25 13:58:56,2025-09-10 07:00,유산균,구글뉴스,메디컬투데이,"픽스그리머, 한국인 맞춤 유산균 인플로나인 혈당컷&유산균 출시 - 메디컬투데이",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiXEFVX3lxTE5CanBNanR5a0FtcUpJMXB3S0lBZEdjMEsxUlBBRUpuOERvX0tKd1ZJMU1fZ0kybS0yQmMxTVRiQWpseVJaUVNuS0wweDJpVG5uOFZFQkVKdVJhaUNU0gFsQVVfeXFMTmoxNTZVSTY3LUlVNHpJbkV5ZndHTE1nYUgxSEhick54SW9qOHVvTGd0cENZel81SXpGcWVHWEN4QS1QN09McldaMmYzNzI2Si1heENMZVhWNjNRWDBUT0lSMUhXbnhDXzJaRXBt?oc=5
113,2025-09-25 13:58:56,2025-09-10 07:00,유산균,구글뉴스,뉴시스,"서울우유, 마시는 유산균 '요거트 프로바이오틱스 플레인' 선봬 - 뉴시스",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9RY0FlSHNpSndLb2lKSEhoTUwxME1RMXY0aEhPU29WTFEzS1o5RmNtRWxkM1VTbXIzMWo3U0VfTDd4aFB1S2xRbmNMZjV5UVBGSUVHWmIwYkp6dFBKVnVnbtIBeEFVX3lxTE1MRDNoQTh6WEdYZmJwU3RfWW1HSlZ1RzE2enZTSXZNSEtsTm9CcjE3ZjNPS1pPZmpVb3o2MGdIN0lHcVNIVjlLTHRFN2c0bUx4Y3l0OXNGNWdobnJkZ2NwQ2E5S3Zsb3VhQzN3QVVwNTdJMlNGT1hVbQ?oc=5
114,2025-09-25 13:58:56,2025-09-09 07:00,유산균,구글뉴스,브랜드브리프,"""221배 강한 유산균""… 듀오락, 손석구와 함께 한 광고 캠페인 공개 - 브랜드브리프",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMibkFVX3lxTE9ndGhJaGJZVmVSQTZRXzBkbmZIc3Z5LTlSOUZIVktLR2ZaVUVQUUp0dHM3N3hubm84SkxObFNib1YtN0dfWGRxaVRwQWVWLUZiRk9pSmV1SDgyNE1JV1dLSnJGVUlzTFBzOVA0OW5B?oc=5
115,2025-09-25 13:58:56,2025-09-09 07:00,유산균,구글뉴스,팜뉴스,"‘221배 강한 유산균, 듀오락’ 배우 손석구와 함께 광고 캠페인 공개 - 팜뉴스",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMibEFVX3lxTE9nNG9aVDN2STNWYlV0RGRWVW5OZHdNYkJpZmVqWkFYaXg4UDEzQ2tpUzVvU2lOY3loRTFiZ2NLa2RDSXFGem1jTVluVFVIOVFJZV9uakdhcXo3b2trbjJ0dVZrbGwyeGRqNFlrUdIBcEFVX3lxTE5XYTl0Z1VZd0RwQVNYY0FmS2h1NUZ0ZDdSNjhsNk1NZDdSYkYwYVAyTWNhcmZmWnUzSWhGakFTNUJ3bHlVSVpSdGJjSW1XdDJjVlVTVVBqb2IxU0VrVHZNMVB2UlBuZUx5b0hUOTRGWHk?oc=5
116,2025-09-25 13:58:56,2025-09-09 07:00,유산균,구글뉴스,헤럴드경제,"‘221배 강한 유산균, 듀오락’ 모델에 배우 손석구 발탁 - 헤럴드경제",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiVkFVX3lxTE9pVEUzaXFkWHRhdVZ3MEtiZl9tQ2tfMWRoV256SEtybFFWTTUyYjZUYjRqcVpiWU12dGtScVFDZTd0S3Q1aF9LZm9DWXJXaVZ0em9WcU1B?oc=5
117,2025-09-25 13:58:56,2025-09-09 07:00,유산균,구글뉴스,madtimes.co.kr,"[K-AD] ‘221배 강한 유산균, 듀오락’ 배우 ‘손석구’와 함께 광고 캠페인 공개 - madtimes.co.kr",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMibEFVX3lxTE9tdGZvQjhmcW1ZXzF4c0MxRkdUQkRTZW9mVWUzbm9KRlVlVjFNZV9LZGoxZ1VXY205cXR1aG1VcGtBMVBmdVlHYlJMZTRoVzVySC01ZW9aYjRoeTg1eVRMUlNrT0RkWmxfcDZUeg?oc=5
118,2025-09-25 13:58:56,2025-09-08 07:00,유산균,구글뉴스,헬스조선,"유산균 브랜드 바이오가이아, 초록우산과 함께하는 나눔 캠페인 진행 - 헬스조선",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMidkFVX3lxTE83ZFQ5SVFzWk1LVGJTSkQwOXhKYzE0cmd1UTNZYVBHdTdTYURnZGl0SXdhMEF6LVNrZThuSDk2TTZENG9HQzVHRUFucXlLVlNISjFqQlhScE9qcGFmREdMeU1ua01nblN2RHdXX29MT1J3dDB4N2c?oc=5
119,2025-09-25 13:58:56,2025-09-08 07:00,유산균,구글뉴스,동아일보,"에이치피오 덴프스, 올리브영 대표 유산균 브랜드로 자리매김 - 동아일보",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMidkFVX3lxTE0xX2k3QkU0dVFoUHdVMFdYSFBpakUwVHAwbWJnSVVURHg0QW1SWUwtVm1fY1VQQWN3WG8yVWRqT2pveHRxeUIxcjRfTm5HbHBlMXJnSVBSLXczTnZxcm1LWTBJdkpOQzJGcVlRU3dac1dEUm5FQXfSAWZBVV95cUxQU0dfWnpPcmVoTU5jbFVYZ3V4cnBMbkRBeTB2RFZJdGdQLUlZNF9JQ1Fqc3ZwV1BJUVVLanBaQ3RtQ05MWl83d0owcFpNTEp0Y185UEw0c2Y3aWRwZk1jV054cms1QUE?oc=5
120,2025-09-25 13:58:56,2025-09-08 07:00,유산균,구글뉴스,히트뉴스,"리스큐어, 美 FDA서 모발건강 유산균 '모비옴' NDI 인증 획득 - 히트뉴스",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiakFVX3lxTE8tWk41dFF5Q3oxWXdhSXZmRWc1SG1ocGtKY2Q0dHZmdnBzNF9OMks3bUNKSDBmby1wRWdfb2R1N1Via1NZUy1UcWVsZXo4RmFKdEQwU2dLUWZqcEtOOXdCN3JHTWlWOEdNLVE?oc=5
121,2025-09-25 13:58:56,2025-09-04 01:00,유산균,구글뉴스,대한금융신문,"무무슈, 프리미엄 유산균 ‘드시모네’와 콜라보 이벤트 성황리 종료 - 대한금융신문",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMibEFVX3lxTE5rOENFMkNhd2ZQNnlRUE5ERzc0bkRZQVg5Y3RTckFsTDZkbzJzTFBZSlo0SUh3am5VcEZJVFZnXzJ2OUdWQnFxakx4VnVpZjFxQUFseVV6WnREWU50bFFCdkdTNHNDZmVvLWZIeNIBcEFVX3lxTE5aUU5qbjczNVZqSFRuX0U1UjJMTlprc1Vwb3E3QTlqRV95RUo3amltM3FtRGE0MjVDNldSeG9zSzZiOGVWZHpDal9zdkhXdllUYy1rNHRVa0lfSFhpRWRnclpUckZ4dFJlX29XXy02dnA?oc=5
122,2025-09-25 13:58:56,2025-09-03 07:00,유산균,구글뉴스,한국경제,"쎌바이오텍, 유산균 보장균수 오해 잡기 위한 인포그래픽 공개 - 한국경제",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5zZ08yZkJIdE1lbXFFOWxsUEpDX3plTnBfbS1OVGg1RWpKdTRtX1hJUXVFNWxKallGTWZ1XzR4aE54LUUtWlNGODBLMHhSSm1IZzlUNk5JZzNLd9IBVEFVX3lxTE9RanNzWXJEMUxfaXZUTS1fZlVwblNfekU1OGZiYnlYSXYydXdzZEJzM0w4b0hsRFdfSG1pUjh1aVhXZmtPaTY5QnhFLW0wXzJHTGxqag?oc=5
123,2025-09-25 13:58:56,2025-09-03 07:00,유산균,구글뉴스,팜뉴스,"듀오락, 장 속 생존력 221배 높인 유산균 코팅기술 인포그래픽 공개 - 팜뉴스",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMibEFVX3lxTE5mUERlY01OZDQwaDlLNnhmWUpyemF0S25wOVFIZ0RKYTFsYWxXLVBWRmFuTEVMRy00cEc3NFFKQ2FyNzIwZlJkNjZ0R0dWNkxNQXBpT19WY0RSTEFVaDlwVkNsRnV5QUlhaXNTWdIBcEFVX3lxTE1STGpvSlloZW9KVlpGQUV4S25qNXc2aHB5emlHT2FpSWRzWU92Z3ozT3JkcFlpaU5BQ2M4X085ZlhhTXVQVTVLdlRLVFZHZklOaHdLaUlBbV92bkZnS2ExR3NycDVSSFNPR094NlhFUDA?oc=5
124,2025-09-25 13:58:56,2025-09-03 07:00,유산균,구글뉴스,메디컬투데이,"쎌바이오텍, 유산균 ′보장균수′ 소비자 혼란 방지 위한 인포그래픽 공개 - 메디컬투데이",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiXEFVX3lxTE8weWhlMDQ1MzVyTnJQcTc3UzB0THgxYWRHTF9oZmRLMnFiZTVXSUlfMTRYN2NzeHVwU3dONVE5LWhjejRhcmZtUGotaDcyY3RhdkdYc0YtMjlFa09o0gFsQVVfeXFMTjhNUk1HMGNwU1g3QW1nTElOSzJYeG1XbmNlUkZfZXhBZ2NyYS1NbXJDNFN0aVFTMVZrcWhIQ0Rpcm05YS1UWHI0OVp3eWFXSHVZY0pyYmE4VDlpWUY5WGVTN2F6cHNwMjMzV1FZ?oc=5
125,2025-09-25 13:58:56,2025-09-02 07:00,유산균,구글뉴스,한국경제,"티젠, 설탕은 빼고, 과일향 입혀…발효 유산균 콤부차 - 한국경제",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiWkFVX3lxTE83VEpmR0pTUHVxZ0tpVmY3TTNWNlo4UkVreS1xbnVoRHZuMUFDNFRyMTliak1OV1RodkZZa2NCTGd3ZGo4Z2VpSm9tUmRVSVhRN0RkUFVOamZmQdIBVEFVX3lxTE11U3NZTXp1cV9Oa1BfaXVHWFUzV1BsUVF0WFpPbTVLd2otY2hidFNjd2RlMEhrU0RvZTB3cHVhLWF5STI5aXlSWkUxd1p2bHJReTNfRQ?oc=5
126,2025-09-25 13:58:56,2025-09-01 07:00,유산균,구글뉴스,히트뉴스,"NVP헬스케어, 국내 첫 인지개선 기능성 '바이크롬 뇌 유산균' 출시 - 히트뉴스",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiakFVX3lxTE92a2ZKdEpkNTVBT21kOTJtZHlnV0ZUbHZ2Sk80ZEEtdUZHZWU5ZVNILUFHSnFNa2tNdFhhajllYWFWRU54QnZYb01aN0tfVlhOOVo5S1E4RTg4SXAxMVpGY0tmRnZCWXNqcGc?oc=5
127,2025-09-25 13:58:56,2025-09-01 07:00,유산균,구글뉴스,베이비뉴스,"바이크롬, 국내 최초 식약처 인정 치매 유산균 ‘바이크롬 뇌 유산균’ 출시 예정 - 베이비뉴스",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMibEFVX3lxTE90SlUtWDBuZU5wLXlRUERTVUhjTVFnMzE1SlVwTkFnY3hPUUlFLUFwa3hFRGhvOFNGQ2JjbDZQZXprZndPaUJFYzZ2aU53TEl2NzBUWmdfakgzckxlWWZMYndCWmdRS3g0Mlh5Rg?oc=5
128,2025-09-25 13:58:56,2025-08-28 07:00,유산균,구글뉴스,중앙일보,"[Cooking&Food] 덴마크산 유산균 듬뿍 그릭 요거트, 아이스크림으로 선보여 - 중앙일보",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBjeDNQdWl5aFZ1QnZFZHJITTFXUmlLQ0hZME1aQlNYTWlDeURuSkdSbk5wQy1veElVSWFnc3BpV3d4M3JQNjBYVkxwX29FVTVHdWtiSmJ3?oc=5
129,2025-09-25 13:58:56,2025-08-28 07:00,유산균,구글뉴스,데일리팜,유산균 보장균수 어디까지 보장되나?...오해와 진실 - 데일리팜,분석 제외,분석 제외,https://news.google.com/rss/articles/CBMibkFVX3lxTE02MHgtSk5zdlhGOVBfNS0xZkhEQnFqSXJtTmNCcWhSN2o0ZWxPR2lGVGpmanhTQ1RfTUdMbllxU21paHROSllhSUlONVRNWVF1bW81V3k0eHJqQ0FtVEdCbHVFc2ZfU2lBZkFJVll3?oc=5
130,2025-09-25 13:58:56,2025-08-27 07:00,유산균,구글뉴스,데일리팜,"유산균기업들, 마이크로바이옴 혁신신약 개발 속도 - 데일리팜",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMibkFVX3lxTE1kWkZaS0s2VVptRjItU1IxSGJMUko1UWpERnRQR05Qb3hkZndZYnNWNUxCUnVETkg4dDA0aHJYcV9ITTFGMnF0WTFIUW9DZVBkS1owYTlCdFF6cWJwMzUxTHZJUWs5WlRBNEZJQ01n?oc=5
131,2025-09-25 13:59:04,2025-09-24 01:24,유산균 다이어트,구글뉴스,울산종합일보,"[울산엘리야병원] 간 건강 위협하는 건강기능식품, 섭취 전 주의사항 반드시 확인해야 - 울산종합일보",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMic0FVX3lxTFBMV0JBbGFDQU4weTV0by1GeWdYcG5ZeGVFX0NVdjJXSlA4NFBBQ0E2SnNwVkhlbGNJZDA2dlpUY3FrNXpTNDFzVmd0RmxGWEhMNWJTX0xzQ0gyV3JFRHNNWWlHZEE1dndDdXYwbEV1eFVXZ3c?oc=5
132,2025-09-25 13:59:04,2025-09-22 21:05,유산균 다이어트,구글뉴스,v.daum.net,"[2025 한국고객만족도 1위] 여성을 위한 건강기능식품, 럭키클로버 - v.daum.net",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBzMmhPQ0hCbkd3SHRSLUphRW5WQkxPZFFsRmlBMWtEaHY1X0gzdEZuRkNMQ1NuelltMUtUV1E2X0FHaXhPUjNvQ2lqNGgzMDA?oc=5
133,2025-09-25 13:59:04,2025-09-11 07:00,유산균 다이어트,구글뉴스,네이트,"""설인아 보고 자극""…정선희 마라톤 도전 - 네이트",분석 제외,분석 제외,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9aclh0MUpiZUR4TUF5a3AzRXRlRkhybGdLd1VUYWNvUUdzUWFQbEsxY01YaUlWZDV5czZ4djY3Vi1hdkxfNDlGT1NIdnpOV0FXbWZR?oc=5
